date,ticker,drawdown
2025-10-06,AAPL,-0.005477535057007654
2025-10-06,MSFT,-0.01157683932482112
2025-10-06,NVDA,-0.017735274655438782
2025-10-06,GOOGL,-0.016842072767561
2025-10-06,AMZN,-0.08741635906605028
2025-10-06,META,-0.093489798835384
2025-10-06,TSLA,-0.05545364515456952
2025-10-06,AMD,-0.036285353353064265
2025-10-06,NFLX,-0.13129415247417942
2025-10-06,CRM,-0.3278395220017396
2025-10-06,ORCL,-0.11189949794471887
2025-10-06,ADBE,-0.49134910421418065
2025-10-06,AVGO,-0.09065991858414701
2025-10-06,QCOM,-0.23683845790291758
2025-10-06,INTC,-0.29437382268111867
2025-10-06,BTC-USD,0.0
2025-10-06,ETH-USD,-0.029717819877949636
2025-10-06,SOL-USD,-0.09610317951243985
2025-10-07,AAPL,-0.00629122599899512
2025-10-07,MSFT,-0.02016013076144907
2025-10-07,NVDA,-0.02038221588735767
2025-10-07,GOOGL,-0.03517591470861703
2025-10-07,AMZN,-0.08378087657539446
2025-10-07,META,-0.09675782082052686
2025-10-07,TSLA,-0.09746590764263563
2025-10-07,AMD,0.0
2025-10-07,NFLX,-0.11057173088523597
2025-10-07,CRM,-0.34435771462332954
2025-10-07,ORCL,-0.13428554560979422
2025-10-07,ADBE,-0.494007583088659
2025-10-07,AVGO,-0.08816623680136626
2025-10-07,QCOM,-0.25114023976195254
2025-10-07,INTC,-0.2831887507645263
2025-10-07,BTC-USD,-0.026461574802715715
2025-10-07,ETH-USD,-0.07869371602819397
2025-10-07,SOL-USD,-0.1428822512911735
2025-10-08,AAPL,-0.000169704374978763
2025-10-08,MSFT,-0.018533437713571077
2025-10-08,NVDA,0.0
2025-10-08,GOOGL,-0.039651402408968806
2025-10-08,AMZN,-0.0695695137888871
2025-10-08,META,-0.09072840125893378
2025-10-08,TSLA,-0.08579582412981068
2025-10-08,AMD,0.0
2025-10-08,NFLX,-0.09325451492128312
2025-10-08,CRM,-0.34247075777720126
2025-10-08,ORCL,-0.12091489013275147
2025-10-08,ADBE,-0.4933393502221177
2025-10-08,AVGO,-0.06352787223206025
2025-10-08,QCOM,-0.24068541000692578
2025-10-08,INTC,-0.278174694664008
2025-10-08,BTC-USD,-0.011203492614503596
2025-10-08,ETH-USD,-0.06286043642786243
2025-10-08,SOL-USD,-0.10937817721683563
2025-10-09,AAPL,-0.015744887092000615
2025-10-09,MSFT,-0.02311466839615961
2025-10-09,NVDA,0.0
2025-10-09,GOOGL,-0.05178237227094318
2025-10-09,AMZN,-0.05915885404387511
2025-10-09,META,-0.07087959174878122
2025-10-09,TSLA,-0.09236022623176265
2025-10-09,AMD,-0.011334684142544682
2025-10-09,NFLX,-0.08069412663132991
2025-10-09,CRM,-0.3290701588174325
2025-10-09,ORCL,-0.09397456576627139
2025-10-09,ADBE,-0.49522785175790507
2025-10-09,AVGO,-0.06482898869512621
2025-10-09,QCOM,-0.25023504138533137
2025-10-09,INTC,-0.27103938636039626
2025-10-09,BTC-USD,-0.024423915747200486
2025-10-09,ETH-USD,-0.09566792075113284
2025-10-09,SOL-USD,-0.14090601500459
2025-10-10,AAPL,-0.049723381868784555
2025-10-10,MSFT,-0.04450747713786263
2025-10-10,NVDA,-0.048865329883899244
2025-10-10,GOOGL,-0.07125465066757541
